Market,Order Region,Category Name,Shipping Mode,total_orders,avg_days_variance,late_delivery_rate_pct,cancellation_rate_pct,total_sales,total_profit,total_losses
Pacific Asia,Eastern Asia,Lacrosse,Same Day,2,0.5,50,0,99.96,27.17,0
Europe,Western Europe,Women's Golf Clubs,Same Day,2,0,0,0,619.93,29.73,-93.11
USCA,West of USA,Lacrosse,Same Day,2,0.5,50,0,224.91,24.86,0
LATAM,Central America,Men's Golf Clubs,Same Day,2,0,0,0,239.98,-3.11,-27.39
LATAM,South America,As Seen on  TV!,First Class,2,1,50,50,399.96,74.98,0
Pacific Asia,Oceania,Books,Same Day,2,0.5,50,0,62.16,11.37,0
USCA,US Center,Lacrosse,Second Class,2,0.5,50,0,124.95,0.19,-14.68
Pacific Asia,Oceania,Girls' Apparel,Same Day,2,0,0,0,375,161.5,0
Pacific Asia,Central Asia,Lacrosse,Standard Class,2,1.5,100,0,124.95,-58.42,-67.17
Pacific Asia,South Asia,Lacrosse,First Class,2,1,100,0,224.91,65.87,0
Pacific Asia,West Asia,Girls' Apparel,Same Day,2,0,0,0,170,26.02,0
LATAM,Central America,As Seen on  TV!,Second Class,2,2,50,0,999.9,-533.2,-719.93
Europe,Northern Europe,Baby,Same Day,2,0.5,50,0,118.16,24.15,0
Pacific Asia,Southeast Asia,Lacrosse,Second Class,2,3.5,50,0,174.93,54.92,0
USCA,Canada,Cleats,Same Day,2,0,0,0,359.94,68.84,0
LATAM,South America,Kids' Golf Clubs,Same Day,2,0.5,50,0,398.99,85.36,-7.76
Pacific Asia,South Asia,Baby,Second Class,2,2,50,0,118.16,34.86,0
Pacific Asia,Eastern Asia,Baby,Same Day,2,1,100,0,118.16,43.12,0
LATAM,Caribbean,Boxing & MMA,Same Day,2,0,0,0,324.94,106.7,0
Pacific Asia,Oceania,Fitness Accessories,Same Day,2,0,0,0,174.95,77.93,0
Europe,Eastern Europe,Hockey,Same Day,2,0,0,0,191,58.26,0
LATAM,South America,Kids' Golf Clubs,First Class,2,1,100,0,699.65,193.11,0
Europe,Southern Europe,Baby,Second Class,2,2,50,0,118.16,6.88,0
Pacific Asia,Eastern Asia,Tennis & Racquet,First Class,2,1,100,0,314.93,67.82,0
Africa,Southern Africa,Tennis & Racquet,Standard Class,2,2,100,0,314.93,25.67,0
Europe,Northern Europe,Tennis & Racquet,First Class,2,1,100,0,449.9,137.74,0
Europe,Western Europe,Lacrosse,Same Day,2,0,0,0,99.96,-13.54,-37.11
Europe,Northern Europe,Women's Golf Clubs,Same Day,2,1,100,0,309.98,110.6,0
Pacific Asia,South Asia,CDs,Second Class,2,3.5,100,0,22.58,3.09,0
Europe,Northern Europe,Women's Golf Clubs,Second Class,2,1.5,50,0,709.94,106.59,0
Pacific Asia,Eastern Asia,CDs,Same Day,2,1,100,0,22.58,7.25,0
Europe,Eastern Europe,Tennis & Racquet,Second Class,2,2.5,100,0,224.95,24.25,0
Pacific Asia,Eastern Asia,Tennis & Racquet,Same Day,2,0.5,50,0,359.92,-72.95,-92.01
Pacific Asia,Oceania,Tennis & Racquet,First Class,2,1,100,0,269.94,-0.42,-39.63
USCA,Canada,Tennis & Racquet,Second Class,2,1.5,50,0,269.94,79.08,0
LATAM,Caribbean,Women's Golf Clubs,Second Class,2,3.5,100,0,409.97,142.82,0
Africa,Southern Africa,Golf Shoes,Standard Class,2,1,0,50,325,4.09,-4.69
Europe,Northern Europe,Crafts,Same Day,2,0,0,0,922.96,111.37,-94.63
USCA,Canada,Hockey,First Class,2,1,100,0,169,49.52,0
LATAM,Caribbean,Golf Apparel,First Class,2,1,100,0,99.95,30.19,0
Pacific Asia,Southeast Asia,CDs,First Class,2,1,100,0,22.58,3.36,0
Pacific Asia,Oceania,Hunting & Shooting,Same Day,2,0.5,50,0,299.9,54.05,0
Africa,East Africa,Baseball & Softball,Standard Class,2,0.5,50,0,104.97,20.07,0
Africa,West Africa,Golf Apparel,Same Day,2,0.5,50,0,139.93,25.63,0
Africa,North Africa,Golf Apparel,Second Class,2,3.5,100,0,119.94,-12.45,-21.19
USCA,Canada,Golf Gloves,Standard Class,2,-0.5,50,0,229.92,78.87,0
Africa,Central Africa,Golf Apparel,Standard Class,2,1,50,0,119.94,37.66,0
USCA,US Center,Golf Apparel,First Class,2,1,100,0,139.93,-0.4,-7.22
USCA,West of USA,Golf Apparel,First Class,2,1,100,0,139.93,-51.29,-59.81
Pacific Asia,South Asia,Cameras,First Class,2,1,100,0,904.08,-89.69,-99.45
Africa,East Africa,Hunting & Shooting,First Class,2,1,100,0,239.92,78.5,0
USCA,US Center,Hunting & Shooting,First Class,2,1,100,0,209.93,-48.27,-87.41
Pacific Asia,Oceania,Cameras,Second Class,2,2,50,0,904.08,418.72,0
Europe,Southern Europe,Cameras,Same Day,2,0.5,50,0,904.08,318.83,0
Pacific Asia,Southeast Asia,Cameras,Second Class,2,2.5,100,0,904.08,157.55,-47.5
Pacific Asia,Southeast Asia,Golf Apparel,First Class,2,1,100,0,119.94,0.64,-11.88
Pacific Asia,Oceania,Golf Apparel,Same Day,2,0.5,50,50,79.96,25.59,0
Africa,North Africa,Hunting & Shooting,Second Class,2,2,100,0,239.92,-155.44,-155.44
Pacific Asia,Southeast Asia,Hunting & Shooting,Same Day,2,1,100,0,179.94,64.79,0
Pacific Asia,South Asia,Hunting & Shooting,First Class,2,1,100,0,149.95,-0.81,-7.42
Pacific Asia,Southeast Asia,Golf Apparel,Second Class,2,2,100,0,179.91,-20.53,-46.48
Pacific Asia,South Asia,Golf Apparel,Second Class,2,2.5,100,0,99.95,34.16,0
Africa,East Africa,Golf Shoes,Standard Class,2,-1,0,0,390,99.53,0
Europe,Southern Europe,Golf Apparel,Second Class,2,2,100,0,139.98,18.82,0
Pacific Asia,West Asia,Hunting & Shooting,First Class,2,1,100,0,59.98,17.89,0
Europe,Northern Europe,Golf Apparel,Same Day,2,0.5,50,0,199.95,-119.98,-119.98
Europe,Northern Europe,Golf Shoes,First Class,2,1,100,0,660,224.07,0
Pacific Asia,Central Asia,Hunting & Shooting,Second Class,2,3,100,0,179.94,-22.13,-26.45
Europe,Northern Europe,Hunting & Shooting,First Class,2,1,100,0,149.95,42.14,0
Africa,East Africa,Hunting & Shooting,Standard Class,2,1.5,100,0,179.94,49.12,0
LATAM,South America,Golf Shoes,Same Day,2,1,100,0,368,110.96,0
Africa,North Africa,Golf Shoes,First Class,2,1,100,0,455,147.15,0
Africa,West Africa,Hunting & Shooting,First Class,2,1,100,0,179.94,-130.57,-156.43
USCA,Canada,Golf Shoes,Standard Class,2,-1,0,0,520,206.41,0
Pacific Asia,South Asia,Hockey,Same Day,2,0.5,50,0,116,31.81,0
Europe,Southern Europe,Hockey,Second Class,2,2.5,50,50,100,40.96,0
Pacific Asia,South Asia,Toys,Same Day,2,0.5,50,0,23.08,-6.16,-7.35
Africa,Central Africa,Golf Shoes,Second Class,2,1.5,100,0,325,77.02,0
Pacific Asia,South Asia,Computers,First Class,2,1,100,0,3000,765.6,0
Africa,Central Africa,Hockey,Second Class,2,1.5,100,0,132,47.27,0
Pacific Asia,Oceania,Computers,First Class,2,1,100,0,3000,835.5,0
Africa,North Africa,Golf Shoes,Second Class,2,2,100,0,650,-614.83,-756.11
Europe,Eastern Europe,Hockey,Second Class,2,3,100,0,132,35.6,0
Pacific Asia,Southeast Asia,Computers,First Class,2,1,100,0,3000,760.35,0
Pacific Asia,Eastern Asia,Computers,First Class,2,1,100,0,3000,697.5,0
USCA,East of USA,Hockey,Same Day,2,0.5,50,50,88,-41.77,-42.97
USCA,West of USA,Golf Shoes,Same Day,2,1,100,0,390,187.91,0
USCA,East of USA,Golf Shoes,Same Day,2,0.5,50,0,520,5.44,-40.63
Europe,Southern Europe,Strength Training,Second Class,2,3,100,0,588.99,239.34,0
USCA,US Center,Golf Shoes,Same Day,2,0.5,50,0,325,8.78,-17.55
Europe,Northern Europe,Strength Training,First Class,2,1,100,0,2188.99,190.68,0
USCA,South of  USA,Golf Shoes,Second Class,2,1.5,50,0,455,165.09,0
Pacific Asia,Oceania,Golf Shoes,First Class,2,1,100,0,195,-52.55,-104.03
Pacific Asia,Oceania,Golf Shoes,Standard Class,2,1.5,100,0,455,167.67,0
Pacific Asia,Southeast Asia,Golf Shoes,Second Class,2,2.5,100,0,390,123.68,0
LATAM,Caribbean,Strength Training,Standard Class,2,0.5,50,0,378,-257.03,-320.83
Europe,Southern Europe,Fitness Accessories,First Class,2,1,100,0,1199.98,270.62,0
Pacific Asia,South Asia,Golf Shoes,Same Day,2,0.5,50,0,650,-92.31,-182.09
Europe,Northern Europe,Golf Bags & Carts,Standard Class,2,2,100,0,339.98,95.85,0
Pacific Asia,South Asia,Consumer Electronics,Same Day,2,1,100,0,505.76,209.83,0
Europe,Northern Europe,Golf Bags & Carts,First Class,2,1,100,0,339.98,64.6,0
Pacific Asia,Eastern Asia,Fitness Accessories,First Class,2,1,100,0,244.93,93.18,0
Europe,Northern Europe,Fitness Accessories,First Class,2,1,100,0,314.91,95.85,0
Europe,Southern Europe,Golf Bags & Carts,First Class,2,1,100,0,339.98,142.32,0
Europe,Southern Europe,Golf Bags & Carts,Second Class,2,4,100,0,339.98,105.18,0
LATAM,South America,Golf Bags & Carts,First Class,2,1,100,0,339.98,26.78,-37.48
LATAM,Central America,Fitness Accessories,Same Day,2,0.5,50,0,69.98,25.97,0
Africa,Southern Africa,Hockey,Standard Class,2,-0.5,0,0,150,54.68,0
Pacific Asia,Southeast Asia,Trade-In,Same Day,2,0.5,50,0,85.95,27.14,0
USCA,Canada,Golf Gloves,Second Class,2,2.5,100,0,169.92,-18.06,-36.62
USCA,Canada,Trade-In,First Class,2,1,100,0,47.97,10.4,0
Africa,North Africa,Trade-In,Second Class,2,2,100,0,95.94,38.3,0
Pacific Asia,Central Asia,Golf Gloves,First Class,2,1,100,0,319.92,91.98,0
Europe,Eastern Europe,Golf Apparel,Standard Class,2,0.5,0,0,139.93,29.22,-3.84
Europe,Northern Europe,Trade-In,Same Day,2,0.5,50,0,189.9,-0.09,-17.36
Africa,East Africa,Trade-In,Standard Class,2,1.5,100,0,95.94,40.35,0
Europe,Eastern Europe,Trade-In,Second Class,2,1.5,50,0,131.94,8.72,0
USCA,South of  USA,Fitness Accessories,Standard Class,2,0.5,50,0,174.95,60.36,0
Africa,Southern Africa,Trade-In,Second Class,2,1,50,50,151.92,11.36,0
Europe,Eastern Europe,Boxing & MMA,Second Class,2,2,50,0,439.76,-325.26,-325.26
Pacific Asia,Southeast Asia,Golf Gloves,First Class,2,1,100,0,119.94,13.05,0
Africa,East Africa,Trade-In,Second Class,2,2.5,100,0,81.96,26.9,0
USCA,US Center,Trade-In,Same Day,2,0.5,50,0,119.94,13.85,0
USCA,US Center,Fitness Accessories,First Class,2,1,100,0,244.93,63.76,0
Africa,West Africa,Golf Gloves,First Class,2,1,100,0,129.93,16.27,0
Africa,East Africa,Girls' Apparel,Standard Class,2,-1.5,0,0,110,50.69,0
Africa,West Africa,Accessories,Same Day,2,0.5,50,0,149.94,30.56,0
Africa,East Africa,Accessories,Second Class,2,2,50,0,49.98,19.06,0
Europe,Western Europe,Fitness Accessories,Same Day,2,1,100,0,174.95,64.07,0
Pacific Asia,Central Asia,Golf Gloves,Standard Class,2,1,50,0,74.94,8.77,0
Africa,West Africa,Golf Gloves,Same Day,2,0.5,50,0,129.96,-3.01,-3.48
Pacific Asia,Oceania,Men's Clothing,Same Day,2,1,100,0,421.7,102.12,0
Pacific Asia,West Asia,Fitness Accessories,First Class,2,1,100,0,314.91,45.46,-1.57
Pacific Asia,Oceania,DVDs,Same Day,2,1,100,0,328.76,7.31,-27.62
USCA,West of USA,Fitness Accessories,Second Class,2,3,100,0,174.95,38.84,0
Pacific Asia,Oceania,Fitness Accessories,First Class,2,1,50,50,104.97,-9.94,-12.91
Africa,West Africa,Fitness Accessories,Second Class,2,2,50,0,279.92,56.06,0
Pacific Asia,Eastern Asia,Boxing & MMA,First Class,2,1,100,0,164.91,16.47,0
USCA,West of USA,Fitness Accessories,First Class,2,1,100,0,314.91,44.16,0
Pacific Asia,South Asia,Boxing & MMA,First Class,2,1,100,0,384.79,72.15,0
Africa,North Africa,Accessories,Same Day,2,1,100,0,149.94,28.77,0
Pacific Asia,Central Asia,Golf Balls,Second Class,2,2,100,0,29.98,-3.74,-10.79
Africa,North Africa,Boxing & MMA,Same Day,2,0.5,50,0,384.79,-196.26,-208.7
USCA,West of USA,Boxing & MMA,First Class,2,1,100,0,164.91,30.58,-9.82
Pacific Asia,Eastern Asia,DVDs,Same Day,2,0.5,50,0,328.76,91.7,0
Africa,West Africa,Boxing & MMA,Second Class,2,2,100,0,384.79,-576.1,-576.1
USCA,US Center,Boxing & MMA,First Class,2,1,50,0,219.88,85.44,0
USCA,East of USA,Boxing & MMA,Same Day,2,1,100,0,329.82,45.74,0
USCA,Canada,Golf Balls,First Class,2,1,100,0,114.93,-43,-45.64
Africa,North Africa,Boxing & MMA,Second Class,2,2.5,100,0,274.85,89.85,0
USCA,Canada,Boxing & MMA,Standard Class,2,-0.5,0,0,329.82,45.78,-2.22
Pacific Asia,Central Asia,Boxing & MMA,Standard Class,2,1,50,0,384.79,-118.57,-127.7
Africa,East Africa,Boxing & MMA,Standard Class,2,-2,0,0,274.85,56.98,0
USCA,East of USA,Golf Balls,Same Day,2,1,100,0,149.92,20.16,0
Africa,Central Africa,Boxing & MMA,Second Class,2,2.5,100,0,384.79,188.09,0
Africa,East Africa,Golf Balls,First Class,2,1,100,0,119.94,22.86,0
Africa,East Africa,Hockey,Standard Class,2,1,100,0,138,17.73,-2.4
USCA,US Center,Tennis & Racquet,Same Day,1,1,100,0,134.97,28.91,0
Pacific Asia,Central Asia,Electronics,Second Class,1,3,100,0,95.98,4.54,0
Africa,East Africa,Golf Balls,Same Day,1,1,100,0,89.95,6.38,0
Europe,Eastern Europe,Boxing & MMA,First Class,1,1,100,0,274.85,26.4,0
Pacific Asia,South Asia,Boxing & MMA,Second Class,1,3,100,0,54.97,5,0
Africa,East Africa,Boxing & MMA,Same Day,1,1,100,0,109.94,24.73,0
Pacific Asia,Oceania,Boxing & MMA,Second Class,1,3,100,0,274.85,27.49,0
Europe,Southern Europe,Fitness Accessories,Same Day,1,1,100,0,104.97,7.44,0
Africa,Central Africa,Fitness Accessories,Standard Class,1,1,100,0,104.97,31.87,0
Pacific Asia,Southeast Asia,Health and Beauty,Same Day,1,1,100,0,293.04,90.26,0
LATAM,South America,Fitness Accessories,Same Day,1,1,100,0,174.95,17.79,0
USCA,South of  USA,Fitness Accessories,Same Day,1,1,100,0,69.98,4.03,0
Europe,Southern Europe,DVDs,Same Day,1,1,100,0,164.38,43.38,0
Pacific Asia,Southeast Asia,DVDs,Same Day,1,1,100,0,164.38,75.61,0
USCA,West of USA,Boxing & MMA,Same Day,1,1,100,0,219.88,-29.43,-29.43
USCA,East of USA,Fitness Accessories,First Class,1,1,100,0,104.97,40.95,0
Africa,North Africa,Fitness Accessories,Second Class,1,4,100,0,69.98,5.93,0
Africa,East Africa,Golf Gloves,First Class,1,1,100,0,24.99,7,0
LATAM,Caribbean,As Seen on  TV!,Standard Class,1,-1,0,0,99.99,-163.18,-163.18
Africa,East Africa,Accessories,Same Day,1,1,100,0,74.97,36,0
Pacific Asia,West Asia,Golf Gloves,Same Day,1,1,100,0,19.98,9.01,0
USCA,South of  USA,Fitness Accessories,First Class,1,1,100,0,174.95,31.49,0
Pacific Asia,Eastern Asia,Boxing & MMA,Same Day,1,1,100,0,164.91,39.88,0
LATAM,Caribbean,Trade-In,Same Day,1,1,100,0,87.96,40.95,0
USCA,Canada,Boxing & MMA,Second Class,1,2,100,0,219.88,18.29,0
Europe,Southern Europe,Crafts,Same Day,1,1,100,0,461.48,-642.38,-642.38
Pacific Asia,Central Asia,Girls' Apparel,Standard Class,1,-1,0,0,119.97,11.16,0
Africa,Southern Africa,Golf Gloves,First Class,1,1,100,0,119.97,44.09,0
USCA,Canada,Golf Gloves,First Class,1,1,100,0,39.99,15.52,0
Pacific Asia,South Asia,Golf Gloves,Same Day,1,1,100,0,159.96,30.09,0
Africa,Central Africa,Trade-In,First Class,1,1,100,0,15.99,1.44,0
Africa,Central Africa,Trade-In,Second Class,1,1,100,0,79.95,22.72,0
USCA,South of  USA,Boxing & MMA,First Class,1,1,100,0,109.94,33.03,0
Africa,East Africa,Boxing & MMA,First Class,1,1,100,0,219.88,70.19,0
Africa,Central Africa,Boxing & MMA,First Class,1,1,100,0,109.94,0,0
Africa,West Africa,Boxing & MMA,First Class,1,1,100,0,164.91,-4.04,-4.04
Pacific Asia,Oceania,Boxing & MMA,Same Day,1,1,100,0,274.85,-338.07,-338.07
Europe,Northern Europe,Boxing & MMA,Same Day,1,1,100,0,449.95,114.8,0
LATAM,Caribbean,Golf Bags & Carts,First Class,1,1,100,0,169.99,6.43,0
Pacific Asia,Oceania,Consumer Electronics,Same Day,1,1,100,0,252.88,85.47,0
Pacific Asia,Southeast Asia,Fitness Accessories,Second Class,1,4,100,0,34.99,14.78,0
Europe,Western Europe,Golf Bags & Carts,Same Day,1,1,100,0,169.99,12.27,0
Pacific Asia,South Asia,Fitness Accessories,First Class,1,1,100,0,34.99,5.92,0
Africa,Southern Africa,Fitness Accessories,Standard Class,1,2,100,0,69.98,18.19,0
Pacific Asia,Southeast Asia,Consumer Electronics,Same Day,1,1,100,0,252.88,16.5,0
LATAM,Caribbean,Fitness Accessories,First Class,1,1,100,0,104.97,27.29,0
LATAM,Caribbean,Fitness Accessories,Same Day,1,1,100,0,139.96,9.76,0
LATAM,Central America,Strength Training,Second Class,1,1,100,0,189,46.57,0
USCA,Canada,Tennis & Racquet,Standard Class,1,-1,0,0,44.99,14.33,0
Pacific Asia,Eastern Asia,Golf Shoes,First Class,1,1,100,0,260,21.84,0
USCA,Canada,Golf Apparel,Standard Class,1,-1,0,0,39.98,-50.97,-50.97
LATAM,Caribbean,Strength Training,First Class,1,1,100,0,189,51.6,0
LATAM,South America,Strength Training,Second Class,1,1,100,0,189,13.4,0
Europe,Southern Europe,Strength Training,First Class,1,1,100,0,399.99,126,0
Europe,Northern Europe,Strength Training,Same Day,1,1,100,0,399.99,182.4,0
USCA,East of USA,Golf Shoes,Second Class,1,2,100,0,260,116.09,0
USCA,South of  USA,Hockey,Second Class,1,3,100,0,88,36.08,0
USCA,South of  USA,Golf Shoes,First Class,1,1,100,0,260,67.6,0
USCA,East of USA,Golf Shoes,First Class,1,1,100,0,130,33.8,0
Africa,West Africa,Golf Shoes,Second Class,1,1,100,0,65,29.02,0
Africa,Central Africa,Golf Shoes,First Class,1,1,100,0,260,77.35,0
Pacific Asia,West Asia,Golf Shoes,First Class,1,1,100,0,325,-504.4,-504.4
USCA,Canada,Golf Shoes,First Class,1,1,100,0,130,-40.42,-40.42
Africa,East Africa,Hockey,Second Class,1,3,100,0,110,35.14,0
Africa,West Africa,Hockey,First Class,1,1,100,0,88,29.7,0
Africa,West Africa,Hockey,Second Class,1,2,100,0,22,4.98,0
USCA,West of USA,Hunting & Shooting,Same Day,1,1,100,0,29.99,8.64,0
Pacific Asia,South Asia,Children's Clothing,First Class,1,1,100,0,357.1,56.87,0
Pacific Asia,Eastern Asia,Children's Clothing,Same Day,1,1,100,0,357.1,156.05,0
Africa,West Africa,Hunting & Shooting,Second Class,1,2,100,0,119.96,-17.09,-17.09
USCA,South of  USA,Hunting & Shooting,Second Class,1,4,100,0,119.96,1.01,0
USCA,US Center,Hunting & Shooting,Second Class,1,1,100,0,149.95,68.02,0
Africa,East Africa,Lacrosse,Standard Class,1,-2,0,0,99.96,30.84,0
Europe,Eastern Europe,Hunting & Shooting,First Class,1,1,100,0,119.96,55.28,0
USCA,West of USA,Hunting & Shooting,Second Class,1,2,100,0,119.96,50.55,0
Pacific Asia,Oceania,Golf Apparel,First Class,1,1,100,0,19.99,2.17,0
Africa,Southern Africa,Hunting & Shooting,Standard Class,1,1,100,0,149.95,58.5,0
USCA,East of USA,Golf Apparel,First Class,1,1,100,0,19.99,1.74,0
Pacific Asia,Oceania,Hunting & Shooting,First Class,1,1,100,0,149.95,47.86,0
Africa,West Africa,Hunting & Shooting,Same Day,1,1,100,0,29.99,9.99,0
Pacific Asia,Eastern Asia,Hunting & Shooting,Same Day,1,1,100,0,149.95,-211.13,-211.13
USCA,South of  USA,Hunting & Shooting,First Class,1,1,100,0,149.95,64,0
Pacific Asia,South Asia,Hunting & Shooting,Same Day,1,1,100,0,89.97,32.09,0
Europe,Eastern Europe,Golf Apparel,First Class,1,1,100,0,19.99,-4.21,-4.21
Africa,West Africa,Golf Apparel,First Class,1,1,100,0,79.96,-18.84,-18.84
USCA,Canada,Golf Apparel,Second Class,1,3,100,0,39.98,10.2,0
Africa,Southern Africa,Golf Apparel,Second Class,1,3,100,0,99.95,29.24,0
Africa,North Africa,Golf Apparel,First Class,1,1,100,0,19.99,6.97,0
Pacific Asia,Central Asia,Hunting & Shooting,Same Day,1,1,100,0,89.97,5.53,0
Africa,Southern Africa,Golf Apparel,Standard Class,1,1,100,0,39.98,-26.87,-26.87
USCA,South of  USA,Hockey,Same Day,1,1,100,0,25,-36,-36
LATAM,Caribbean,Soccer,Second Class,1,1,0,0,79.99,28.75,0
Europe,Northern Europe,Basketball,First Class,1,1,0,0,299.99,95.55,0
Europe,Southern Europe,Lacrosse,Same Day,1,0,0,0,99.96,-2.1,-2.1
Africa,Central Africa,Tennis & Racquet,First Class,1,1,0,100,44.99,19.57,0
Africa,East Africa,Fitness Accessories,Standard Class,1,-1,0,100,139.96,-22.78,-22.78
USCA,Canada,Boxing & MMA,Same Day,1,1,0,0,219.88,77.42,0
Europe,Southern Europe,Women's Golf Clubs,First Class,1,1,100,0,399.96,36.4,0
Europe,Northern Europe,Men's Golf Clubs,Same Day,1,1,0,100,129.99,48.55,0
Europe,Eastern Europe,Hockey,First Class,1,1,100,0,25,10.8,0
LATAM,Caribbean,Hockey,First Class,1,1,100,0,25,-37.13,-37.13
Pacific Asia,South Asia,Baby,First Class,1,1,0,0,59.08,-0.73,-0.73
Europe,Eastern Europe,Golf Balls,Same Day,1,1,100,0,99.95,47.02,0
Europe,Western Europe,DVDs,Same Day,1,1,0,0,164.38,34.03,0
Africa,North Africa,Tennis & Racquet,First Class,1,1,100,0,89.98,34.68,0
Pacific Asia,Eastern Asia,Electronics,Same Day,1,1,100,0,127.96,31.17,0
Europe,Eastern Europe,Baseball & Softball,Same Day,1,0,0,0,174.95,84.87,0
USCA,Canada,Baseball & Softball,Standard Class,1,0,0,0,104.97,30.44,0
Pacific Asia,South Asia,Baseball & Softball,Same Day,1,0,0,0,299.95,134.98,0
Pacific Asia,Oceania,Baseball & Softball,Same Day,1,0,0,0,119.98,-94.45,-94.45
Africa,East Africa,Baseball & Softball,Same Day,1,0,0,0,239.96,41.03,0
Pacific Asia,Southeast Asia,Tennis & Racquet,First Class,1,1,100,0,224.95,24.48,0
LATAM,Caribbean,Men's Golf Clubs,First Class,1,1,100,0,109.99,-23.02,-23.02
Africa,East Africa,Tennis & Racquet,Standard Class,1,0,0,0,224.95,52.91,0
USCA,East of USA,Tennis & Racquet,First Class,1,1,100,0,89.98,3.17,0
Europe,Southern Europe,Tennis & Racquet,Same Day,1,0,0,0,89.98,24.86,0
USCA,East of USA,Tennis & Racquet,Same Day,1,0,0,0,44.99,16.33,0
Pacific Asia,Southeast Asia,Tennis & Racquet,Same Day,1,0,0,0,134.97,35.71,0
Europe,Northern Europe,Tennis & Racquet,Same Day,1,0,0,0,44.99,-19.13,-19.13
Europe,Western Europe,Tennis & Racquet,Same Day,1,0,0,0,134.97,55.07,0
LATAM,Caribbean,Tennis & Racquet,Same Day,1,0,0,0,134.97,-79.85,-79.85
Pacific Asia,South Asia,Tennis & Racquet,Second Class,1,0,0,0,224.95,-48.93,-48.93
USCA,South of  USA,Tennis & Racquet,First Class,1,1,100,0,134.97,25.51,0
USCA,US Center,Hockey,Same Day,1,0,0,0,100,23.93,0
Africa,North Africa,Hockey,Same Day,1,0,0,0,44,4.27,0
Pacific Asia,Eastern Asia,Hockey,Same Day,1,0,0,0,66,7.16,0
LATAM,Caribbean,Hockey,Same Day,1,0,0,0,44,9.24,0
Africa,Central Africa,Fitness Accessories,Second Class,1,0,0,0,69.98,9.76,0
Pacific Asia,Central Asia,Tennis & Racquet,Second Class,1,4,100,0,224.95,90.38,0
Africa,Southern Africa,Fitness Accessories,Second Class,1,0,0,0,34.99,2.1,0
Pacific Asia,West Asia,Boxing & MMA,Same Day,1,0,0,0,164.91,63.33,0
Africa,West Africa,Tennis & Racquet,First Class,1,1,100,0,134.97,44.71,0
Africa,West Africa,Boxing & MMA,Same Day,1,0,0,0,164.91,8.25,0
Europe,Eastern Europe,Boxing & MMA,Same Day,1,0,0,0,54.97,13.47,0
LATAM,South America,Boxing & MMA,Same Day,1,0,0,0,379.96,78.99,0
USCA,East of USA,Lacrosse,Same Day,1,1,100,0,99.96,-20.24,-20.24
Europe,Western Europe,As Seen on  TV!,Same Day,1,0,0,0,499.95,134.84,0
Europe,Northern Europe,As Seen on  TV!,Same Day,1,0,0,0,499.95,0,0
Pacific Asia,Eastern Asia,Lacrosse,First Class,1,1,100,0,74.97,18.18,0
LATAM,Central America,As Seen on  TV!,Same Day,1,1,100,0,299.97,-194.08,-194.08
Africa,West Africa,Lacrosse,Second Class,1,3,100,0,74.97,-19.87,-19.87
Europe,Northern Europe,Lacrosse,Same Day,1,1,100,0,99.96,29.87,0
Africa,West Africa,Girls' Apparel,Same Day,1,0,0,0,150,-16.97,-16.97
Pacific Asia,South Asia,Lacrosse,Second Class,1,3,100,0,49.98,14.52,0
Europe,Eastern Europe,Girls' Apparel,Same Day,1,0,0,0,140,-34.44,-34.44
USCA,South of  USA,Girls' Apparel,Same Day,1,0,0,0,350,112.39,0
